time,alex,elliott,harvey,sam,sebastian,shane,abigail,emily,haley,leah,maru,penny,overall_1,overall_2,overall_3,gender,orientation,age
2018-08-13 00:36:07+02:00,1,3,4,5,6,2,6,3,1,2,4,5,Sebastian,Sam,Abigail,Female,Asexual,19-29
2018-08-13 11:33:06+02:00,2,5,6,3,4,1,6,3,4,5,2,1,Abigail,Leah,Leah,Male,Heterosexual,19-29
2018-08-13 11:33:23+02:00,1,4,2,5,3,6,4,1,2,5,3,6,Leah,Leah,Abigail,Male,Heterosexual,19-29
2018-08-13 15:36:24+02:00,3,1,2,6,4,5,6,1,2,5,3,4,Sam,Abigail,Shane,Female,Bisexual/Pansexual,15-18
2018-08-13 17:14:02+02:00,2,4,6,3,5,1,2,3,5,6,4,1,Harvey,Elliott,Maru,Female,Heterosexual,19-29
2018-08-13 20:30:11+02:00,2,6,5,4,3,1,6,3,2,5,1,4,Elliott,Abigail,Harvey,Female,Bisexual/Pansexual,19-29
2018-08-14 01:06:31+02:00,2,6,1,5,4,3,5,4,3,2,1,6,Penny,Elliott,Harvey,Female,Bisexual/Pansexual,19-29
2018-08-14 04:19:12+02:00,6,3,1,2,4,5,5,1,2,6,3,4,Alex,Sebastian,Shane,Female,Asexual,19-29
2018-08-14 13:01:37+02:00,2,5,6,1,4,3,2,4,5,6,3,1,Harvey,Elliott,Sebastian,Female,Heterosexual,19-29
2018-08-14 17:20:48+02:00,3,2,1,4,6,5,3,5,6,4,1,2,Haley,Emily,Sebastian,Male,Bisexual/Pansexual,15-18
2018-08-14 19:17:20+02:00,6,5,4,3,2,1,6,5,4,3,2,1,Sam,Abigail,Haley,Prefer not to say,Prefer not to say,Prefer not to say
2018-08-15 00:09:06+02:00,2,3,5,4,6,1,4,2,1,6,5,3,Leah,Maru,Abigail,Female,Homosexual,19-29
2018-08-16 00:00:27+02:00,2,1,5,3,4,6,5,4,1,3,6,2,Shane,Maru,Harvey,Female,Bisexual/Pansexual,15-18
2018-08-16 01:06:25+02:00,3,1,5,4,2,6,5,6,2,4,1,3,Shane,Emily,Harvey,Female,Bisexual/Pansexual,19-29
2018-08-16 01:06:31+02:00,3,1,5,4,2,6,5,6,2,4,1,3,Shane,Emily,Harvey,Female,Bisexual/Pansexual,19-29
2018-08-16 21:14:41+02:00,2,1,3,4,6,5,5,2,3,6,1,4,Leah,Abigail,Penny,Male,Heterosexual,19-29
2018-08-16 23:32:22+02:00,1,2,5,3,4,6,3,4,2,5,1,6,Penny,Leah,Shane,Male,Heterosexual,15-18
2018-08-17 05:16:44+02:00,6,3,1,2,5,4,4,1,3,5,2,6,Penny,Leah,Alex,Male,Heterosexual,Prefer not to say
2018-08-17 09:01:35+02:00,5,2,3,4,6,1,5,1,6,3,2,4,Sebastian,Haley,Alex,Female,Heterosexual,19-29
2018-08-17 22:33:39+02:00,1,4,2,3,5,6,5,1,3,6,2,4,Leah,Leah,Leah,Male,Heterosexual,19-29
2018-08-20 18:49:46+02:00,6,1,2,4,3,5,6,2,1,3,5,4,Abigail,Maru,Penny,Male,Heterosexual,19-29
2018-08-20 20:40:05+02:00,6,5,4,3,2,1,6,5,4,3,2,1,Alex,Shane,Abigail,Male,Homosexual,15-18
2018-08-20 23:32:49+02:00,3,5,6,2,4,1,4,3,1,6,2,5,Harvey,Elliott,Sebastian,Female,Heterosexual,15-18
2018-08-21 06:36:09+02:00,5,1,2,6,3,4,2,3,5,6,1,4,Leah,Sam,Alex,Male,Bisexual/Pansexual,19-29
2018-08-21 07:22:08+02:00,3,6,1,5,4,2,5,2,1,6,4,3,Elliott,Leah,Sam,Female,Heterosexual,19-29
2018-08-21 12:31:29+02:00,5,6,1,3,4,2,4,2,6,5,3,1,Elliott,Alex,Sam,Female,Heterosexual,19-29
2018-08-21 12:41:18+02:00,3,1,5,4,6,2,4,5,1,3,6,2,Maru,Emily,Abigail,Male,Heterosexual,50 or over
2018-08-21 17:56:06+02:00,6,3,4,2,5,1,5,3,1,4,2,6,Penny,Shane,Leah,Male,Heterosexual,15-18
2018-08-21 22:30:55+02:00,1,3,6,5,2,4,5,3,2,6,1,4,Leah,Abigail,Penny,Male,Heterosexual,19-29
2018-08-22 06:03:44+02:00,6,5,4,3,2,1,2,1,5,6,3,4,Haley,Leah,Penny,Male,Other,19-29
2018-08-22 20:20:01+02:00,1,3,5,2,6,4,3,4,6,2,5,1,Penny,Sebastian,Harvey,Male,Bisexual/Pansexual,19-29
2018-08-23 04:35:35+02:00,2,1,4,6,3,5,4,6,2,3,1,5,Harvey,Emily,Sam,Non-binary,Bisexual/Pansexual,15-18
2018-08-23 19:33:23+02:00,6,2,1,3,4,5,6,5,4,3,2,1,Alex,Shane,Sam,Male,Homosexual,19-29
2018-08-24 00:22:38+02:00,4,2,6,1,3,5,3,5,1,2,6,4,Harvey,Shane,Maru,Male,Asexual,30-39
2018-08-24 00:24:13+02:00,4,2,6,1,3,5,3,5,1,2,6,4,Harvey,Shane,Maru,Male,Bisexual/Pansexual,30-39
2018-08-24 02:51:09+02:00,6,2,5,4,3,1,3,4,2,6,1,5,Leah,Penny,Alex,Male,Heterosexual,19-29
2018-08-24 06:45:40+02:00,6,3,1,4,5,2,5,1,3,6,4,2,Alex,Sam,Leah,Female,Heterosexual,19-29
2018-08-25 06:37:09+02:00,3,4,6,2,5,1,4,3,2,5,1,6,Penny,Leah,Abigail,Male,Heterosexual,30-39
2018-08-26 01:05:52+02:00,2,3,1,4,5,6,6,5,3,1,4,2,Harvey,Leah,Maru,Male,Homosexual,30-39
2018-08-26 16:08:46+02:00,4,5,1,2,6,3,6,5,4,3,2,1,Alex,Sam,Haley,Female,Other,19-29
2018-08-27 09:52:59+02:00,4,5,6,3,2,1,3,2,6,5,1,4,Haley,Leah,Penny,Male,Heterosexual,19-29
2018-08-28 04:17:16+02:00,1,2,6,5,3,4,2,3,1,5,4,6,Penny,Leah,Maru,Male,Heterosexual,19-29
2018-08-28 16:57:49+02:00,5,2,6,1,3,4,5,6,3,2,1,4,Harvey,Emily,Penny,Female,Bisexual/Pansexual,19-29
2018-08-28 20:10:59+02:00,5,2,4,1,6,3,2,3,1,6,4,5,Sebastian,Leah,Alex,Female,Bisexual/Pansexual,15-18
2018-08-30 05:25:46+02:00,3,2,1,4,5,6,6,3,4,2,5,1,Abigail,Shane,Haley,Female,Bisexual/Pansexual,15-18
2018-08-31 01:57:35+02:00,6,1,4,5,2,3,5,6,2,4,1,3,Emily,Abigail,Alex,Male,Heterosexual,Prefer not to say
2018-09-01 16:15:37+02:00,2,6,4,3,5,1,5,2,3,6,1,4,Leah,Abigail,Penny,Male,Heterosexual,19-29
2018-09-01 16:22:01+02:00,3,4,2,5,6,1,1,2,4,6,3,5,Sebastian,Leah,Penny,Female,Heterosexual,19-29
2018-09-01 17:02:11+02:00,6,1,3,4,2,5,5,1,6,4,2,3,Haley,Abigail,Alex,Male,Heterosexual,19-29
2018-09-01 18:07:09+02:00,2,3,4,1,5,6,3,5,4,6,2,1,Shane,Leah,Emily,Non-binary,Heterosexual,19-29
2018-09-01 18:20:54+02:00,6,3,2,4,5,1,5,3,1,6,4,2,Leah,Alex,Sebastian,Female,Bisexual/Pansexual,19-29
2018-09-01 18:43:23+02:00,5,3,6,4,2,1,2,5,4,3,1,6,Penny,Emily,Harvey,Male,Heterosexual,19-29
2018-09-01 19:24:44+02:00,3,2,1,4,6,5,6,5,1,4,2,3,Abigail,Abigail,Emily,Non-binary,Bisexual/Pansexual,19-29
2018-09-01 19:36:11+02:00,4,1,2,6,3,5,4,3,2,6,1,5,Leah,Penny,Abigail,Male,Heterosexual,15-18
2018-09-01 20:42:36+02:00,6,1,2,3,5,4,6,4,5,3,2,1,Abigail,Haley,Alex,Female,Homosexual,19-29
2018-09-01 20:43:24+02:00,4,3,1,5,6,2,5,2,6,4,3,1,Haley,Abigail,Leah,Male,Heterosexual,19-29
2018-09-01 22:33:23+02:00,4,2,3,1,5,6,4,5,1,3,2,6,Shane,Shane,Shane,Female,Bisexual/Pansexual,14 or under
2018-09-01 22:34:55+02:00,4,2,3,1,5,6,4,5,1,3,2,6,Shane,Shane,Shane,Female,Other,14 or under
2018-09-01 22:55:03+02:00,2,4,6,3,5,1,4,5,2,6,3,1,Leah,Emily,Harvey,Female,Bisexual/Pansexual,30-39
2018-09-01 23:16:58+02:00,1,4,5,3,2,6,4,1,2,5,6,3,Shane,Harvey,Maru,Female,Heterosexual,15-18
2018-09-02 01:41:56+02:00,1,3,5,4,6,2,1,3,2,5,6,4,Maru,Leah,Penny,Male,Heterosexual,19-29
2018-09-02 03:43:56+02:00,6,1,2,3,5,4,5,2,3,6,1,4,Leah,Abigail,Penny,Male,Heterosexual,19-29
2018-09-02 13:29:13+02:00,6,3,2,5,4,1,4,2,6,5,1,3,Haley,Leah,Abigail,Male,Heterosexual,19-29
2018-09-02 21:48:06+02:00,2,4,6,5,1,3,3,2,5,6,1,4,Leah,Haley,Harvey,Male,Heterosexual,15-18
2018-09-03 06:59:53+02:00,4,2,6,3,5,1,3,4,1,6,2,5,Leah,Emily,Sebastian,Male,Heterosexual,19-29
2018-09-03 16:40:25+02:00,3,5,2,4,6,1,2,1,5,6,3,4,Leah,Haley,Sebastian,Male,Heterosexual,30-39
2018-09-03 22:39:28+02:00,2,3,4,1,5,6,6,4,1,3,2,5,Haley,Sam,Maru,Female,Heterosexual,19-29
2018-09-05 07:48:50+02:00,3,5,2,4,6,1,6,2,1,5,3,4,Abigail,Sebastian,Leah,Female,Heterosexual,30-39
2018-09-05 16:57:53+02:00,4,3,5,6,2,1,3,6,1,5,4,2,Emily,Leah,Sebastian,Male,Bisexual/Pansexual,15-18
2018-09-06 01:53:33+02:00,4,3,6,1,2,5,5,1,2,3,6,4,Harvey,Shane,Alex,Male,Homosexual,30-39
2018-09-08 01:45:22+02:00,6,4,5,2,3,1,6,1,2,4,5,3,Abigail,Harvey,Alex,Female,Bisexual/Pansexual,19-29
2018-09-09 17:14:59+02:00,1,5,4,3,6,2,4,3,1,2,5,6,Penny,Maru,Abigail,Male,Bisexual/Pansexual,19-29
2018-09-09 23:00:28+02:00,5,2,6,4,3,1,6,2,4,5,1,3,Harvey,Alex,Sebastian,Male,Homosexual,15-18
2018-09-10 12:57:47+02:00,6,2,3,5,4,1,6,4,2,5,1,3,Alex,Abigail,Sam,Female,Heterosexual,19-29
2018-09-11 05:23:14+02:00,1,4,6,2,3,5,3,4,2,6,5,1,Harvey,Shane,Leah,Female,Bisexual/Pansexual,19-29
2018-09-11 21:01:27+02:00,5,2,6,4,3,1,1,2,5,3,6,4,Harvey,Maru,Alex,Male,Homosexual,19-29
2018-09-13 11:04:25+02:00,1,5,2,3,6,4,5,2,3,4,1,6,Penny,Abigail,Haley,Male,Heterosexual,30-39
2018-09-13 18:40:13+02:00,1,4,3,2,6,5,4,1,3,5,2,6,Penny,Penny,Penny,Male,Bisexual/Pansexual,15-18
2018-09-14 10:57:26+02:00,5,2,1,4,6,3,6,3,2,4,1,5,Sebastian,Alex,Sam,Other,Other,Prefer not to say
2018-09-16 21:39:52+02:00,1,4,6,3,5,2,5,3,1,4,6,2,Maru,Elliott,Abigail,Male,Prefer not to say,19-29
2018-09-17 12:32:30+02:00,3,1,5,4,6,2,6,3,2,4,1,5,Abigail,Penny,Sebastian,Female,Bisexual/Pansexual,19-29
2018-09-18 03:14:53+02:00,6,5,4,3,2,1,2,4,1,6,3,5,Leah,Penny,Harvey,Male,Heterosexual,30-39
2018-09-18 04:49:37+02:00,4,3,2,6,1,5,2,1,3,4,5,6,Penny,Maru,Sam,Male,Heterosexual,19-29
2018-09-18 10:00:34+02:00,6,2,4,3,5,1,4,2,1,5,3,6,Alex,Penny,Harvey,Female,Bisexual/Pansexual,30-39
2018-09-19 03:50:43+02:00,1,2,3,5,4,6,6,5,2,4,3,1,Shane,Abigail,Emily,Female,Heterosexual,30-39
2018-09-19 08:17:30+02:00,3,6,2,4,5,1,6,1,3,5,4,2,Abigail,Leah,Maru,Female,Homosexual,19-29
2018-09-19 20:44:52+02:00,6,5,4,3,2,1,3,5,4,6,2,1,Leah,Emily,Haley,Male,Heterosexual,19-29
2018-09-19 22:47:10+02:00,6,2,1,4,5,3,3,1,2,6,4,5,Alex,Sebastian,Sam,Male,Homosexual,15-18
2018-09-20 08:17:13+02:00,6,5,3,1,2,4,1,2,3,5,6,4,Alex,Maru,Haley,Female,Bisexual/Pansexual,19-29
2018-09-20 13:29:03+02:00,1,6,4,3,5,2,6,3,1,4,2,5,Elliott,Sebastian,,Female,Asexual,19-29
2018-09-20 19:29:30+02:00,4,6,3,5,2,1,4,5,3,6,2,1,Elliott,Leah,Sam,Non-binary,Bisexual/Pansexual,19-29
2018-09-20 20:16:33+02:00,5,2,3,6,1,4,5,6,2,4,1,3,Emily,Abigail,Sam,Prefer not to say,Prefer not to say,19-29
2018-09-20 22:01:56+02:00,3,5,4,1,2,6,2,1,4,3,5,6,Shane,Elliott,Penny,Female,Bisexual/Pansexual,19-29
2018-09-21 06:07:09+02:00,6,5,4,3,2,1,3,2,5,6,1,4,Leah,Haley,Emily,Male,Heterosexual,30-39
2018-09-21 16:55:00+02:00,4,5,6,3,2,1,1,3,4,5,2,6,Penny,Leah,Emily,Male,Heterosexual,19-29
2018-09-21 22:20:41+02:00,5,2,1,6,3,4,3,4,6,5,2,1,Alex,Sam,Shane,Male,Bisexual/Pansexual,19-29
2018-09-22 13:36:12+02:00,3,5,4,2,6,1,4,6,2,5,3,1,Emily,Sebastian,Elliott,Female,Bisexual/Pansexual,19-29
2018-09-23 04:45:39+02:00,5,2,6,1,4,3,5,1,4,3,2,6,Harvey,Penny,Alex,Female,Heterosexual,Prefer not to say
2018-09-23 09:21:07+02:00,1,6,2,4,3,5,6,2,3,5,1,4,Abigail,Leah,Penny,Male,Heterosexual,19-29
2018-09-23 10:49:15+02:00,6,5,2,4,3,1,3,4,2,5,6,1,Shane,Sebastian,Penny,Female,Prefer not to say,19-29
2018-09-24 22:16:03+02:00,6,1,4,2,3,5,5,2,3,6,1,4,Alex,Shane,Leah,Female,Heterosexual,30-39
2018-09-25 21:42:51+02:00,1,5,6,2,3,4,2,6,1,4,3,5,Emily,Penny,Harvey,Male,Bisexual/Pansexual,15-18
2018-09-28 10:44:22+02:00,6,4,1,3,5,2,3,2,6,4,1,5,Haley,Penny,Leah,Male,Heterosexual,30-39
2018-09-29 00:07:28+02:00,2,3,6,5,4,1,3,4,1,5,2,6,Leah,Harvey,Penny,Other,Other,Prefer not to say
2018-09-29 02:29:13+02:00,3,4,2,6,5,1,4,2,1,3,6,5,Maru,Penny,Abigail,Female,Homosexual,19-29
2018-09-29 10:16:04+02:00,1,4,6,2,3,5,5,4,2,6,3,1,Harvey,Shane,Leah,Non-binary,Bisexual/Pansexual,19-29
2018-09-29 19:11:14+02:00,4,6,5,3,1,2,2,5,1,4,3,6,Penny,Emily,Leah,Female,Heterosexual,19-29
2018-09-30 03:08:56+02:00,2,5,6,3,4,1,4,1,3,6,2,5,Leah,Penny,Abigail,Female,Bisexual/Pansexual,19-29
2018-09-30 22:27:32+02:00,1,2,4,3,5,6,5,1,2,6,4,3,Haley,Abigail,Shane,Male,Asexual,15-18
2018-10-01 11:15:23+02:00,4,6,2,5,1,3,5,3,4,6,1,2,Elliott,Sam,Alex,Male,Homosexual,30-39
2018-10-01 17:09:46+02:00,2,4,5,3,6,1,5,6,1,3,4,2,,,,Other,Other,Prefer not to say
2018-10-02 12:11:10+02:00,2,3,5,1,4,6,5,2,1,4,6,3,Shane,Maru,Harvey,Female,Heterosexual,19-29
2018-10-03 01:17:41+02:00,5,2,3,4,6,1,4,3,1,6,2,5,Leah,Abigail,Penny,Male,Heterosexual,19-29
2018-10-03 07:33:25+02:00,1,2,5,4,6,3,6,2,1,4,3,5,Sebastian,Harvey,Abigail,Female,Heterosexual,19-29
2018-10-03 15:17:32+02:00,2,6,3,1,4,5,4,6,2,5,3,1,Emily,Leah,Maru,Non-binary,Other,19-29
2018-10-04 00:43:47+02:00,1,6,3,2,5,4,6,1,3,5,2,4,Elliott,Abigail,Leah,Female,Bisexual/Pansexual,19-29
2018-10-04 06:12:17+02:00,5,4,6,2,3,1,2,4,6,5,1,3,Harvey,Alex,Elliott,Female,Heterosexual,19-29
2018-10-05 15:47:37+02:00,6,3,1,5,4,2,3,1,6,5,2,4,Haley,Leah,Alex,Female,Homosexual,Prefer not to say
2018-10-05 22:08:13+02:00,6,5,4,3,2,1,4,3,1,6,2,5,Leah,Elliott,Penny,Male,Heterosexual,15-18
2018-10-05 22:08:36+02:00,6,5,4,3,2,1,4,3,1,6,2,5,Leah,Elliott,Penny,Male,Heterosexual,15-18
2018-10-06 22:43:21+02:00,5,4,1,6,3,2,6,5,2,3,1,4,Abigail,Sam,Leah,Male,Heterosexual,15-18
2018-10-07 11:37:28+02:00,4,6,3,5,2,1,4,2,1,3,6,5,Elliott,Maru,Penny,Female,Heterosexual,30-39
2018-10-09 11:12:09+02:00,5,2,4,3,6,1,5,3,2,4,1,6,Sebastian,Penny,Leah,Female,Bisexual/Pansexual,19-29
2018-10-09 23:00:16+02:00,6,2,1,5,4,3,6,5,1,3,2,4,Abigail,Emily,Sam,Female,Homosexual,14 or under
2018-10-10 12:00:12+02:00,1,2,4,3,5,6,2,1,4,5,3,6,Shane,Sebastian,Penny,Female,Prefer not to say,19-29
2018-10-11 05:14:06+02:00,6,5,4,3,2,1,1,2,3,4,5,6,Alex,Abigail,Emily,Male,Prefer not to say,19-29
2018-10-11 14:24:48+02:00,1,4,6,2,3,5,4,3,1,6,5,2,Harvey,Shane,Elliott,Female,Heterosexual,19-29
2018-10-11 21:45:55+02:00,1,5,6,2,4,3,5,3,4,2,6,1,Harvey,Elliott,Maru,Female,Bisexual/Pansexual,19-29
2018-10-11 22:16:13+02:00,4,1,3,6,5,2,6,2,1,3,5,4,Sam,,,Male,Homosexual,19-29
2018-10-11 23:00:46+02:00,1,6,5,4,3,2,2,4,1,6,5,3,Leah,Elliott,Maru,Female,Bisexual/Pansexual,19-29
2018-10-11 23:26:57+02:00,1,4,3,5,6,2,6,4,1,5,3,2,Sebastian,Abigail,Sam,Female,Bisexual/Pansexual,19-29
2018-10-12 00:56:52+02:00,3,1,5,2,4,6,4,1,3,6,5,2,Shane,Harvey,Sebastian,Female,Heterosexual,19-29
2018-10-12 02:02:19+02:00,1,2,6,3,5,4,5,4,1,6,2,3,Harvey,Sebastian,Leah,Female,Heterosexual,19-29
2018-10-12 02:12:10+02:00,4,3,5,1,2,6,5,3,1,6,2,4,Shane,Harvey,Leah,Female,Heterosexual,19-29
2018-10-12 08:34:51+02:00,1,4,3,2,6,5,4,3,1,6,5,2,Leah,Maru,Abigail,Male,Heterosexual,30-39
2018-10-12 23:49:45+02:00,1,3,2,5,6,4,4,6,5,2,1,3,Emily,Sebastian,Haley,Male,Heterosexual,19-29
2018-10-13 06:16:34+02:00,2,4,5,3,6,1,5,2,1,4,6,3,Abigail,Sebastian,Maru,Female,Bisexual/Pansexual,15-18
2018-10-13 10:24:56+02:00,1,4,5,2,3,6,5,4,1,6,2,3,Shane,Harvey,Leah,Female,Bisexual/Pansexual,15-18
2018-10-13 20:52:05+02:00,5,6,1,3,2,4,5,3,4,6,1,2,Leah,Leah,Leah,Male,Prefer not to say,19-29
2018-10-15 17:15:21+02:00,1,2,5,3,4,6,3,2,1,6,5,4,Shane,Leah,Harvey,Male,Homosexual,15-18
2018-10-18 17:23:26+02:00,5,6,3,1,4,2,3,2,1,6,5,4,,,,Male,Bisexual/Pansexual,19-29
2018-10-19 21:56:11+02:00,2,4,5,1,3,6,2,1,5,6,3,4,Leah,Shane,Harvey,Female,Homosexual,19-29
2018-10-21 01:16:59+02:00,3,4,6,2,5,1,4,2,1,6,3,5,Abigail,Leah,Harvey,Male,Heterosexual,30-39
2018-10-21 11:03:02+02:00,5,6,2,3,4,1,5,2,4,6,3,1,Elliott,Leah,Alex,Female,Bisexual/Pansexual,19-29
2018-10-23 12:02:29+02:00,3,2,4,5,6,1,4,1,5,6,2,3,Sebastian,Leah,Haley,Prefer not to say,Bisexual/Pansexual,19-29
2018-10-23 17:40:50+02:00,5,4,3,2,6,1,5,2,1,4,3,6,Abigail,Penny,Leah,Male,Heterosexual,19-29
2018-10-24 22:25:26+02:00,4,6,2,3,5,1,6,3,4,5,2,1,Elliott,Sebastian,Abigail,Female,Bisexual/Pansexual,15-18
2018-10-26 17:23:50+02:00,6,5,4,3,2,1,1,5,4,3,2,6,Penny,Emily,Haley,Male,Heterosexual,19-29
2018-10-26 21:53:21+02:00,5,4,1,6,3,2,3,2,6,5,1,4,Sam,Alex,Elliott,Male,Homosexual,15-18
2018-10-27 23:01:30+02:00,6,5,4,3,2,1,3,2,4,5,1,6,Sam,Abigail,Haley,Non-binary,Asexual,40-49
2018-10-28 07:37:03+01:00,1,3,4,2,5,6,5,6,2,4,1,3,Emily,Abigail,Leah,Male,Heterosexual,15-18
2018-10-28 15:54:19+01:00,2,4,6,1,3,5,3,1,2,6,5,4,Leah,Maru,Harvey,Female,Bisexual/Pansexual,19-29
2018-10-31 02:18:17+01:00,1,4,5,2,6,3,3,4,1,6,2,5,Sebastian,Harvey,Leah,Female,Heterosexual,19-29
2018-11-01 00:59:44+01:00,3,4,5,1,6,2,3,5,1,2,4,6,Emily,Sebastian,Harvey,Female,Heterosexual,15-18
2018-11-02 04:04:45+01:00,2,3,6,1,4,5,3,1,2,4,5,6,Maru,Shane,Sebastian,Female,Bisexual/Pansexual,19-29
2018-11-02 04:04:53+01:00,2,3,6,1,4,5,3,1,2,4,5,6,Maru,Shane,Sebastian,Female,Bisexual/Pansexual,19-29
2018-11-02 13:38:20+01:00,1,2,3,4,5,6,3,2,5,6,1,4,Shane,Sebastian,Sam,Female,Heterosexual,15-18
2018-11-02 16:41:08+01:00,6,1,5,4,3,2,3,2,6,5,1,4,Alex,Haley,Leah,Female,Heterosexual,30-39
2018-11-02 21:33:24+01:00,3,6,5,1,4,2,3,2,1,4,6,5,Elliott,Maru,Penny,Female,Bisexual/Pansexual,19-29
2018-11-03 06:58:56+01:00,6,5,4,3,2,1,6,5,4,3,2,1,Emily,Sebastian,Haley,Male,Heterosexual,19-29
2018-11-03 11:36:07+01:00,1,6,5,2,3,4,3,5,1,4,2,6,Penny,Emily,Leah,Male,Heterosexual,15-18
2018-11-05 04:47:57+01:00,5,4,6,3,2,1,2,1,4,5,6,3,Harvey,Maru,Alex,Female,Bisexual/Pansexual,15-18
2018-11-05 23:56:06+01:00,3,6,5,2,4,1,3,2,1,6,4,5,Elliott,Harvey,Leah,Female,Heterosexual,30-39
2018-11-06 00:41:59+01:00,5,1,6,4,2,3,4,2,3,5,1,6,Elliott,Shane,Maru,Male,Heterosexual,19-29
2018-11-06 17:08:41+01:00,3,2,4,1,6,5,6,3,1,4,2,5,Sebastian,Shane,Abigail,Other,Bisexual/Pansexual,19-29
2018-11-06 22:58:28+01:00,6,4,5,3,2,1,5,3,1,6,4,2,Alex,Leah,Harvey,Female,Bisexual/Pansexual,15-18
2018-11-07 20:30:51+01:00,3,2,6,5,4,1,2,1,6,5,4,3,Harvey,Leah,Haley,Female,Bisexual/Pansexual,15-18
2018-11-08 13:47:47+01:00,6,5,4,3,2,1,4,5,6,2,1,3,Emily,Leah,Alex,Male,Heterosexual,19-29
2018-11-10 16:24:36+01:00,6,3,2,5,4,1,5,1,2,6,3,4,Leah,Abigail,Penny,Prefer not to say,Heterosexual,19-29
2018-11-11 01:46:43+01:00,1,5,3,2,4,6,3,1,2,5,6,4,Shane,Maru,Elliott,Female,Asexual,19-29
2018-11-11 23:30:10+01:00,5,3,2,1,6,4,4,1,5,2,6,3,Sebastian,Maru,Alex,Male,Prefer not to say,15-18
2018-11-12 03:25:12+01:00,4,1,3,2,5,6,3,4,5,6,1,2,Leah,Sebastian,Harvey,Prefer not to say,Heterosexual,Prefer not to say
2018-11-12 04:56:24+01:00,1,5,6,2,3,4,1,4,2,5,3,6,Penny,Leah,Emily,Male,Heterosexual,15-18
2018-11-17 03:47:17+01:00,3,4,6,2,5,1,2,5,4,6,1,3,Leah,Harvey,Emily,Female,Heterosexual,30-39
2018-11-17 20:29:17+01:00,1,3,2,4,6,5,6,3,1,5,2,4,Abigail,Leah,Sebastian,Male,Heterosexual,Prefer not to say
2018-11-18 00:49:54+01:00,4,2,3,1,6,5,6,1,5,2,4,3,Sebastian,Abigail,Haley,Female,Heterosexual,19-29
2018-11-19 01:02:26+01:00,6,1,2,3,5,4,6,2,1,5,4,3,Alex,Sebastian,Shane,Male,Homosexual,19-29
2018-11-24 12:51:56+01:00,6,3,2,5,4,1,3,4,6,5,1,2,Haley,Leah,Emily,Male,Heterosexual,15-18
2018-11-24 22:31:32+01:00,6,5,3,4,2,1,2,3,1,5,4,6,Penny,Leah,Alex,Male,Heterosexual,19-29
2018-11-27 10:15:47+01:00,6,3,2,1,4,5,3,1,6,5,2,4,Alex,Shane,Sebastian,Female,Asexual,19-29
2018-11-29 00:51:22+01:00,2,6,5,1,4,3,3,2,1,4,5,6,,,,Male,Heterosexual,19-29
2018-11-30 04:59:13+01:00,1,5,6,4,3,2,2,6,1,4,3,5,Emily,Penny,Harvey,Male,Heterosexual,19-29
2018-12-01 23:23:56+01:00,6,1,2,3,4,5,6,1,2,3,4,5,Alex,Alex,Alex,Other,Other,Prefer not to say
2018-12-02 19:48:10+01:00,2,5,6,3,4,1,2,3,1,4,5,6,Penny,Maru,Elliott,Male,Heterosexual,19-29
2018-12-02 23:51:52+01:00,1,5,6,2,3,4,2,5,1,6,3,4,Elliott,Harvey,Leah,Female,Heterosexual,19-29
2018-12-09 05:48:23+01:00,3,5,1,2,4,6,1,5,4,6,2,3,Leah,Emily,Haley,Female,Homosexual,19-29
2018-12-10 01:29:34+01:00,6,3,2,4,5,1,6,2,1,4,3,5,Alex,Sebastian,Abigail,Female,Bisexual/Pansexual,19-29
2018-12-10 02:19:20+01:00,6,3,1,5,4,2,5,2,1,3,4,6,Haley,Harvey,Emily,Male,Homosexual,15-18
2018-12-12 12:10:26+01:00,6,3,2,5,4,1,6,4,5,3,2,1,Alex,Sam,Sebastian,Male,Heterosexual,Prefer not to say
2018-12-12 16:06:51+01:00,6,4,5,3,2,1,3,6,1,4,2,5,Emily,Leah,Penny,Male,Heterosexual,15-18
2018-12-13 03:35:33+01:00,1,6,2,3,4,5,5,1,4,6,2,3,Leah,Elliott,Abigail,Female,Bisexual/Pansexual,19-29
2018-12-14 04:16:16+01:00,1,4,6,2,5,3,5,1,2,6,4,3,Leah,Sebastian,Harvey,Female,Bisexual/Pansexual,19-29
2018-12-18 07:29:11+01:00,1,2,4,3,5,6,4,2,1,5,3,6,Shane,Harvey,Sebastian,Female,Heterosexual,19-29
2018-12-19 06:37:49+01:00,6,3,4,5,2,1,2,3,4,6,1,5,Leah,Penny,Emily,Male,Heterosexual,15-18
2018-12-19 18:10:42+01:00,3,4,1,2,6,5,5,6,1,4,2,3,Shane,Sebastian,Emily,Female,Bisexual/Pansexual,19-29
2018-12-20 18:22:40+01:00,4,6,1,3,5,2,5,4,1,6,3,2,Leah,Sebastian,Elliott,Female,Bisexual/Pansexual,19-29
2018-12-24 09:27:50+01:00,2,3,1,4,6,5,6,5,3,4,2,1,Sebastian,Shane,Abigail,Female,Heterosexual,19-29
2018-12-24 14:56:52+01:00,6,5,4,3,2,1,6,5,4,3,2,1,Haley,Shane,Sam,Female,Heterosexual,15-18
2018-12-24 17:08:16+01:00,6,5,1,4,2,3,5,4,6,3,2,1,Penny,Sebastian,Leah,Female,Heterosexual,19-29
